85;361
294;495
427;954
445;503
449;503
450;503
451;503
453;503
454;503
455;503
456;503
457;503
458;503
460;503
462;503
463;503
464;503
470;503
475;503
477;503
478;503
483;495
484;495
486;495
487;495
489;495
492;495
494;495
500;495
503;495
505;495
509;514
512;514
517;514
520;514
522;514
526;514
527;514
528;514
529;1002
530;514
533;514
534;514
535;514
537;514
539;514
540;514
541;514
546;514
567;495
602;498
603;498
606;498
609;498
610;498
612;498
614;498
615;498
616;498
617;498
618;498
619;498
620;498
621;498
623;498
624;498
625;498
628;498
630;498
631;498
632;498
633;498
663;476
664;476
666;476
667;476
668;476
669;476
672;476
673;476
675;476
676;476
677;476
678;476
681;476
682;476
684;476
685;476
687;476
688;476
690;472
692;472
693;472
694;472
696;472
702;472
706;472
708;472
710;472
711;472
712;472
714;498
715;498
716;503
729;472
736;472
902;570
904;570
905;570
910;570
911;570
912;570
913;570
914;570
915;570
921;570
922;570
925;570
927;570
929;570
931;594
932;594
934;594
935;594
937;594
942;594
943;594
946;594
947;594
948;594
950;594
952;594
956;594
961;594
1089;762
1093;762
1096;762
1105;762
1114;762
1115;762
1122;762
1126;762
1128;786
1129;834
1130;786
1131;786
1132;786
1133;786
1134;786
1136;786
1139;786
1143;786
1144;786
1146;810
1153;810
1170;834
1173;834
1179;834
1186;834
1190;834
1251;930
1256;930
1259;978
1262;930
1264;930
1267;930
1269;930
1271;930
1272;930
1278;978
1279;954
1283;954
1284;954
1286;978
1287;954
1294;954
1299;954
1300;978
1301;978
1304;978
1306;978
1307;978
1308;978
1315;978
1317;978
1318;978
1320;978
1321;978
1322;978
1323;978
1325;978
1326;978
1328;1002
1329;1002
1330;1002
1331;1002
1333;1002
1334;1002
1339;1002
1340;1002
1342;1002
1343;1002
1347;1002
1349;1002
1350;1002
1354;1002
1356;1002
1358;1002
1360;1002
1365;1026
1367;1026
1377;1026
1378;1026
1379;1002
1380;1026
1381;1026
1391;1026
1392;1026
1396;1026
1423;762
1424;1146
1431;1146
1432;1146
1434;1146
1439;1146
1441;1146
1443;1146
1455;1146
1457;1146
1466;1146
1468;1146
1469;1146
1472;1146
1473;1146
1477;1146
1478;1146
1484;1146
1485;1146
1490;1146
1491;1146
1493;1146
1502;738
1505;738
1506;738
1507;738
1509;738
1512;738
1518;738
1519;738
1520;738
1521;738
1530;738
1532;738
1533;738
1540;570
1549;618
1550;762
1556;1026
